,Datetime,Tweet Id,Text,Username
78,2023-02-19 09:53:13+00:00,1627244906724098048,"Oknum PPK Terancam PAW seusai Posting Cak Imin Ketum PKB melalui Facebook, Berikut Keterangan KPU - https://t.co/pgUE1C9qqp https://t.co/TiwquZFSQi #IndonesiaKuat #BangkitBersama",Disuruh_Iben
79,2023-02-19 09:53:09+00:00,1627244890873819136,Cak Imin Dorong RUU PPRT Segera Disahkan: Banyak Penindasan dan Eksploitasi PRT - https://t.co/OGzeinmL2w - https://t.co/OGzeinmL2w https://t.co/pSFgFnIPlh #IndonesiaKuat #BangkitBersama,Disuruh_Iben
80,2023-02-19 09:53:08+00:00,1627244885408641029,"Cak Imin Depak Gus Dur dari PKB, Yenny Wahid: Bagaimana Nanti Memperlakukan Rakyatnya! - Okezone News https://t.co/sjRD3c0ofL #IndonesiaKuat #BangkitBersama",Disuruh_Iben
81,2023-02-19 09:28:00+00:00,1627238560138141697,@LuqmanBeeNKRI @yusuf_ch @cakimiNOW @hanifdhakiri @DPP_PKB @pkbjawatengah @SalatigaPkb Bukannya kata mba @yennywahid gak boleh pakai nama2 Gus Dur selama PKB di komandoi cak Imin ?,kasmatawarman
82,2023-02-19 07:57:55+00:00,1627215891598561293,@RagilSempronk @ganjarpranowo Iki jalan kabupaten mas. Sing diomong cak Imin yen gubernur ki dihapus wae cen bener. Wong wewenang e ra cetho asline ki. Hahaha,thehenrisaputro
83,2023-02-19 07:29:32+00:00,1627208748568567808,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/tsa7Y3B17s,ahmadhellishfau
84,2023-02-19 07:29:31+00:00,1627208746899324928,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/tt48P2AiIp,ahmadhellishfau
85,2023-02-19 07:29:31+00:00,1627208743359287296,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/CWGdR4732h,ahmadhellishfau
86,2023-02-19 07:18:08+00:00,1627205881493618688,"@DPP_PKB @cakimiNOW Meski Nahdliyin.... kalau pengikut, penggemar dan pengagum Gus Dur.. sekali tidak ..maka selama nya tidak untuk memilih &amp; mendukung PKB Cak imin, sejarah perebutan &amp; penghianatan tidak akan pernah terlupakan",oposisi_sukses
87,2023-02-19 07:11:19+00:00,1627204164488151044,"Dalam kesepakatan kerja sama koalisi itu, pengusungan capres-cawapres ditentukan oleh Prabowo, dan Cak Imin.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",arifstria4
